id,Insult,Comment,tokens
1075,0,"""capisco... quindi per evitare che gli idioti si confondano samsung dovrebbe fare pad triangolari ?""","['``', 'capisco', '...', 'quindi', 'per', 'evitare', 'che', 'gli', 'idioti', 'si', 'confondano', 'samsung', 'dovrebbe', 'fare', 'pad', 'triangolari', '?', ""''""]"
1076,1,"""wait until you are a minority in your own rednecked country.  it won't be long now.  ¿habla usted español?""","['``', 'wait', 'minority', 'rednecked', 'country.\\xa0', 'wo', ""n't"", 'long', 'now.\\xa0', '\\xbfhabla', 'usted', 'espa\\xf1ol', '?', ""''""]"
1077,1,"""nigga go suck some dick and get the fuck off my comment ""","['``', 'nigga', 'go', 'suck', 'dick', 'get', 'fuck', 'comment\\xa0', ""''""]"
1078,1,"""exactly... i was making fun of your ignorant original reply. you're a smarty, that's for sure.

and you didn't address your lack of boning. i guess you're into dudes, which is why you're such a huge mma fan. whatever floats your boat... enjoy your wack time on the couch during the next card!""","['``', 'exactly', '...', 'making', 'fun', 'ignorant', 'original', 'reply', '.', ""'re"", 'smarty', ',', ""'s"", 'sure.\\n\\nand', ""n't"", 'address', 'lack', 'boning', '.', 'guess', ""'re"", 'dudes', ',', ""'re"", 'huge', 'mma', 'fan', '.', 'whatever', 'floats', 'boat', '...', 'enjoy', 'wack', 'time', 'couch', 'next', 'card', '!', ""''""]"
1079,0,"""chocada pelos gostos singulares e pelos segredos mais sombrios do belo e atormentado jovem empresário christian grey, anastasia steele rompeu sua relação com ele para começar uma nova carreira em uma editora de seattle. mas o desejo por christian ainda a domina em cada pensamento, e quando ele lhe propõe um novo acordo, anastasia não consegue resistir. eles reacendem seu tórrido e sensual romance, e anastasia descobre mais sobre o angustiante passado do seu exigente cinquenta tons. enquanto christian luta contra seus demônios internos, anastasia tem de enfrentar a raiva e a inveja das mulheres que vieram antes dela e tomar a decisão mais importante de sua vida.cinquenta tons de liberdade""","['``', 'chocada', 'pelos', 'gostos', 'singulares', 'e', 'pelos', 'segredos', 'mais', 'sombrios', 'belo', 'e', 'atormentado', 'jovem', 'empres\\xe1rio', 'christian', 'grey', ',', 'anastasia', 'steele', 'rompeu', 'sua', 'rela\\xe7\\xe3o', 'com', 'ele', 'para', 'come\\xe7ar', 'uma', 'nova', 'carreira', 'em', 'uma', 'editora', 'de', 'seattle', '.', 'mas', 'desejo', 'por', 'christian', 'ainda', 'domina', 'em', 'cada', 'pensamento', ',', 'e', 'quando', 'ele', 'lhe', 'prop\\xf5e', 'um', 'novo', 'acordo', ',', 'anastasia', 'n\\xe3o', 'consegue', 'resistir', '.', 'eles', 'reacendem', 'seu', 't\\xf3rrido', 'e', 'sensual', 'romance', ',', 'e', 'anastasia', 'descobre', 'mais', 'sobre', 'angustiante', 'passado', 'seu', 'exigente', 'cinquenta', 'tons', '.', 'enquanto', 'christian', 'luta', 'contra', 'seus', 'dem\\xf4nios', 'internos', ',', 'anastasia', 'tem', 'de', 'enfrentar', 'raiva', 'e', 'inveja', 'das', 'mulheres', 'que', 'vieram', 'antes', 'dela', 'e', 'tomar', 'decis\\xe3o', 'mais', 'importante', 'de', 'sua', 'vida.cinquenta', 'tons', 'de', 'liberdade', ""''""]"
1080,1,"""trumbo... tsk tsk tsk.. speaking of fails""","['``', 'trumbo', '...', 'tsk', 'tsk', 'tsk', '..', 'speaking', 'fails', ""''""]"
1081,0,"""yes you are""","['``', 'yes', ""''""]"
1082,0,"""perfect!  always thinking, you are!  )""","['``', 'perfect', '!', 'always', 'thinking', ',', '!', ')', ""''""]"
1083,0,"""i'm not a mass-hole.  just poking a little fun.  it can't be easy.  with that said, mass-holes have the pats (so ya probably shouldn't talk too much smack to them).""","['``', ""'m"", 'mass-hole.\\xa0', 'poking', 'little', 'fun.\\xa0', 'ca', ""n't"", 'easy.\\xa0', 'said', ',', 'mass-holes', 'pats', '(', 'ya', 'probably', ""n't"", 'talk', 'much', 'smack', ')', '.', ""''""]"
1084,0,"""segue la logica perchè il capitalismo implica la proprietà privata, e altri concetti che frammentano distruggono la società, la solidarietà. ma sarebbe un discorso troppo lungo e filosofico da fare, figuriamoci se si dovesse affrontare tale discorso con chi è convinto che l'attuale sistema economico e sociale siano gli unici possibili e non vanno oltre la logica del profitto.

si certo ora direte, ma dove sono sistemi alternativi?

ce ne sono diversi e nessuno trova risalto sui media per ovvi motivi, il potere cerca sempre di difendere lo status quo, come hitler o mussolini non facevano parlare di democrazia all'istituto luce o altro.""","['``', 'segue', 'la', 'logica', 'perch\\xe8', 'il', 'capitalismo', 'implica', 'la', 'propriet\\xe0', 'privata', ',', 'e', 'altri', 'concetti', 'che', 'frammentano', 'distruggono', 'la', 'societ\\xe0', ',', 'la', 'solidariet\\xe0', '.', 'sarebbe', 'un', 'discorso', 'troppo', 'lungo', 'e', 'filosofico', 'da', 'fare', ',', 'figuriamoci', 'se', 'si', 'dovesse', 'affrontare', 'tale', 'discorso', 'con', 'chi', '\\xe8', 'convinto', 'che', ""l'attuale"", 'sistema', 'economico', 'e', 'sociale', 'siano', 'gli', 'unici', 'possibili', 'e', 'non', 'vanno', 'oltre', 'la', 'logica', 'del', 'profitto.\\n\\nsi', 'certo', 'ora', 'direte', ',', 'dove', 'sono', 'sistemi', 'alternativi', '?', '\\n\\nce', 'ne', 'sono', 'diversi', 'e', 'nessuno', 'trova', 'risalto', 'sui', 'media', 'per', 'ovvi', 'motivi', ',', 'il', 'potere', 'cerca', 'sempre', 'di', 'difendere', 'lo', 'status', 'quo', ',', 'come', 'hitler', 'mussolini', 'non', 'facevano', 'parlare', 'di', 'democrazia', ""all'istituto"", 'luce', 'altro', '.', ""''""]"
1085,0,"""say you are right then let private business build and run the rail. ""","['``', 'say', 'right', 'let', 'private', 'business', 'build', 'run', 'rail.', '``']"
1086,1,""" yeah, fuck that freedom of choice bullshit.""","['``', '\\xa0yeah', ',', 'fuck', 'freedom', 'choice', 'bullshit', '.', ""''""]"
1087,0,"""where are you readin that? i see 15 dl ""","['``', 'readin', '?', 'see', '15', 'dl', '``']"
1088,0,"""he didnt but killing a dog with your bare hands and making it suffer while doing so is something only a sociopath could do. child molesters, dog killers are both sociopaths. stop acting like killing a dog by drowning is some normal thing. he's a seriously sick person and shouldn't be allowed to play in the nfl. good luck getting a good job in the corporate world with that on your record and for good reason. ""","['``', 'didnt', 'killing', 'dog', 'bare', 'hands', 'making', 'suffer', 'something', 'sociopath', 'could', '.', 'child', 'molesters', ',', 'dog', 'killers', 'sociopaths', '.', 'stop', 'acting', 'like', 'killing', 'dog', 'drowning', 'normal', 'thing', '.', ""'s"", 'seriously', 'sick', 'person', ""n't"", 'allowed', 'play', 'nfl', '.', 'good', 'luck', 'getting', 'good', 'job', 'corporate', 'world', 'record', 'good', 'reason.', '``']"
1089,0,"""fuuuck i need a dodgers win !!!""","['``', 'fuuuck', 'need', 'dodgers', 'win', '!', '!', '!', ""''""]"
1090,0,"""yes...yes you are :)""","['``', 'yes', '...', 'yes', ':', ')', ""''""]"
1091,0,"""the murderer in seattle has his ccl.  shot 4 dead in a coffee house then shot another when he jacked her car.

pretty irresponsible behavior if you ask me.  ""","['``', 'murderer', 'seattle', 'ccl', '.', '\\xa0shot', '4', 'dead', 'coffee', 'house', 'shot', 'another', 'jacked', 'car.\\n\\npretty', 'irresponsible', 'behavior', 'ask', '.', '\\xa0', ""''""]"
1092,1,"""you're like a little girl.  man up, assss face!""","['``', ""'re"", 'like', 'little', 'girl', '.', 'man', ',', 'assss', 'face', '!', ""''""]"
1093,1,"""lol - you are an absolute idiot without an education yourself.  you are one to talk.""","['``', 'lol', '-', 'absolute', 'idiot', 'without', 'education', 'yourself.\\xa0', 'one', 'talk', '.', ""''""]"
1094,0,"""the black community is fucked... always will be, willy lynch is in hell poppin bottled water and throwing confetti flames!""","['``', 'black', 'community', 'fucked', '...', 'always', ',', 'willy', 'lynch', 'hell', 'poppin', 'bottled', 'water', 'throwing', 'confetti', 'flames', '!', ""''""]"
1095,1,"""hey idiot,
      my point was, that you were too stupid to grasp,how about stopping this law of return which is very racist and tear down the apartheid wall on palestinian land. why can't the palestinians return to their own homes that you forced them out of.don't forget the un declaration,""zionism is racism.""instead of welcoming the stranger , you have engaged in a pattern of ethnic cleansing. if it weren't for the us, israel would be under economic sanctions right now. i care deeply for the palestinians, be they muslims or christians. archbishop theodosius attalah hanna, a palestinian arab ,born in israel has spoken at length about the deplorable mistreatment of the palestinians  by the israelis. i don't believe its your land. i believe jeus when he said the land would be taken away from you and given to another.israel exists,not because of god , but because of the balfour declaration.abraham foxman goes crazy when people say american is a christian country with freedom of religion for everyone. i'm in favor of immigration to american and israel.""","['``', 'hey', 'idiot', ',', '\\n', 'point', ',', 'stupid', 'grasp', ',', 'stopping', 'law', 'return', 'racist', 'tear', 'apartheid', 'wall', 'palestinian', 'land', '.', 'ca', ""n't"", 'palestinians', 'return', 'homes', 'forced', 'of.do', ""n't"", 'forget', 'un', 'declaration', ',', ""''"", 'zionism', 'racism', '.', '``', 'instead', 'welcoming', 'stranger', ',', 'engaged', 'pattern', 'ethnic', 'cleansing', '.', ""n't"", 'us', ',', 'israel', 'would', 'economic', 'sanctions', 'right', '.', 'care', 'deeply', 'palestinians', ',', 'muslims', 'christians', '.', 'archbishop', 'theodosius', 'attalah', 'hanna', ',', 'palestinian', 'arab', ',', 'born', 'israel', 'spoken', 'length', 'deplorable', 'mistreatment', 'palestinians', 'israelis', '.', ""n't"", 'believe', 'land', '.', 'believe', 'jeus', 'said', 'land', 'would', 'taken', 'away', 'given', 'another.israel', 'exists', ',', 'god', ',', 'balfour', 'declaration.abraham', 'foxman', 'goes', 'crazy', 'people', 'say', 'american', 'christian', 'country', 'freedom', 'religion', 'everyone', '.', ""'m"", 'favor', 'immigration', 'american', 'israel', '.', ""''""]"
1096,0,"""lawl bro, where were you last year?""","['``', 'lawl', 'bro', ',', 'last', 'year', '?', ""''""]"
1097,1,"""you are revealing yourself as a closet tyrant. or are you now coming out of the closet""","['``', 'revealing', 'closet', 'tyrant', '.', 'coming', 'closet', ""''""]"
1098,0,"""hey @avclub-1898a4d76532f237d9b5c0592dfe71a9:disqus, quit using ""4"" and ""2"" instead of ""for"" and ""to"". believe me, you fucking aren't prince.""","['``', 'hey', '@', 'avclub-1898a4d76532f237d9b5c0592dfe71a9', ':', 'disqus', ',', 'quit', 'using', '``', '4', ""''"", '``', '2', ""''"", 'instead', '``', ""''"", '``', ""''"", '.', 'believe', ',', 'fucking', ""n't"", 'prince', '.', ""''""]"
1099,1,"""disgusting is your comment, zoo as well as your own like.""","['``', 'disgusting', 'comment', ',', 'zoo', 'well', 'like', '.', ""''""]"
1100,1,"""lol defends sounds better, you asshole""","['``', 'lol', 'defends', 'sounds', 'better', ',', 'asshole', ""''""]"
1101,1,"""newspaper comments means your never far away from an idiot posting a silly remark... @sigfridii:disqus ""","['``', 'newspaper', 'comments', 'means', 'never', 'far', 'away', 'idiot', 'posting', 'silly', 'remark', '...', '@', 'sigfridii', ':', 'disqus', '``']"
1102,1,"""p.s. and drop that loser suzy.  you are a loser and a trouble maker.  exit stage left, and go get a job.  it is a rap!!!!!""","['``', 'p.s', '.', 'drop', 'loser', 'suzy.\\xa0', 'loser', 'trouble', 'maker.\\xa0', 'exit', 'stage', 'left', ',', 'go', 'get', 'job.\\xa0', 'rap', '!', '!', '!', '!', '!', ""''""]"
1103,0,"""@toopoo.............
why are you sweating??  cant handle facts eh??""","['``', '@', 'toopoo', '.............', '\\nwhy', 'sweating', '?', '?', 'cant', 'handle', 'facts', 'eh', '?', '?', ""''""]"
1104,0,"""are you changing the ""~username"" to your username?""","['``', 'changing', '``', '~username', ""''"", 'username', '?', ""''""]"
1105,0,"""ab-so-fucking-lutely perfect!  da-yum you sir are a very hot man!""","['``', 'ab-so-fucking-lutely', 'perfect', '!', '\\xa0', 'da-yum', 'sir', 'hot', 'man', '!', ""''""]"
1106,0,"""is it gay if you tried to suck your own dick?


i never tried it...just wondering...

thoughts?""","['``', 'gay', 'tried', 'suck', 'dick', '?', '\\n\\n\\ni', 'never', 'tried', '...', 'wondering', '...', '\\n\\nthoughts', '?', ""''""]"
1107,0,""" where is your source?""","['``', '\\xa0where', 'source', '?', ""''""]"
1108,1,"""read any review for proof of smoothness, and i said wp was the opposite of a dead platform, not the fastest growing platform. i don't understand why people like you attack other oss, it's stupid, i like android but i also like wp, it's so moronic to try to put down another os because there is literally no logical reason to.""","['``', 'read', 'review', 'proof', 'smoothness', ',', 'said', 'wp', 'opposite', 'dead', 'platform', ',', 'fastest', 'growing', 'platform', '.', ""n't"", 'understand', 'people', 'like', 'attack', 'oss', ',', ""'s"", 'stupid', ',', 'like', 'android', 'also', 'like', 'wp', ',', ""'s"", 'moronic', 'try', 'put', 'another', 'os', 'literally', 'logical', 'reason', '.', ""''""]"
1109,0,"""so you've been to new haven ct.""","['``', ""'ve"", 'new', 'ct', '.', ""''""]"
1110,1,"""can't be a king when u don' know who's your daddy nit wit""","['``', 'ca', ""n't"", 'king', 'u', ""'"", 'know', ""'s"", 'daddy', 'nit', 'wit', ""''""]"
1111,0,"""of course, you know that if you are gardening you don't get to sit very much : )""","['``', 'course', ',', 'know', 'gardening', ""n't"", 'get', 'sit', 'much', ':', ')', ""''""]"
1112,1,"""only ignorant ass nigga i see is you....step off bitch""","['``', 'ignorant', 'ass', 'nigga', 'see', '....', 'step', 'bitch', ""''""]"
1113,1,""" who are you calling morons, you agitating as***le?""","['``', '\\xa0who', 'calling', 'morons', ',', 'agitating', '*', '*', '*', 'le', '?', ""''""]"
1114,1,"""@nairobi fly you an asshole !""","['``', '@', 'nairobi', 'fly', 'asshole', '!', ""''""]"
1115,1,"""are you joking? thats the celts idiot""","['``', 'joking', '?', 'thats', 'celts', 'idiot', ""''""]"
1116,1,"""i am always curious why politicians (both parties) make spanish language ads.
if you are able to vote, i assume you are an american citizen.   if you have been here long enough to become an american citizen, why can't you speak english???""","['``', 'always', 'curious', 'politicians', '(', 'parties', ')', 'make', 'spanish', 'language', 'ads.\\nif', 'able', 'vote', ',', 'assume', 'american', 'citizen', '.', 'long', 'enough', 'become', 'american', 'citizen', ',', 'ca', ""n't"", 'speak', 'english', '?', '?', '?', ""''""]"
1117,1,""" you faggots are never happy with anything, possibly why you dont have your own bmx site.""","['``', '\\xa0you', 'faggots', 'never', 'happy', 'anything', ',', 'possibly', 'dont', 'bmx', 'site', '.', ""''""]"
1118,1,"""if you can understand what is being said here you should be able to respond in english.""","['``', 'understand', 'said', 'able', 'respond', 'english', '.', ""''""]"
1119,0,""" why then are you liberals targeting women ?

""","['``', '\\xa0why', 'liberals', 'targeting', 'women', '?', '\\n\\n', ""''""]"
1120,1,"""because you are a spurs pig!""","['``', 'spurs', 'pig', '!', ""''""]"
1121,1,"""it's idiots like mr. pelham who like a law which really allows someone to murder someone else (with no eye witnesses) and then claim self-defense under the equally idiotic ""stand your ground"" law.  
""","['``', ""'s"", 'idiots', 'like', 'mr.', 'pelham', 'like', 'law', 'really', 'allows', 'someone', 'murder', 'someone', 'else', '(', 'eye', 'witnesses', ')', 'claim', 'self-defense', 'equally', 'idiotic', '``', 'stand', 'ground', ""''"", 'law.\\xa0', '\\n', ""''""]"
